"","state_abbreviation","county","income","hispanic","white","college","density","female"
"1200","MD","Cecil ",66689,4.1,85.9,22.2,292,50.3
"1201","MD","Charles ",93160,5.3,44.5,26.7,320.2,51.8
"1202","MD","Dorchester ",46361,4.6,64.5,18,60.3,52.5
"1203","MD","Frederick ",84570,8.4,75.7,38.2,353.5,50.7
"1204","MD","Garrett ",45206,1,96.6,18.3,46.5,50.3
"1205","MD","Harford ",80622,4.2,77.4,32.7,560.1,51
"1206","MD","Howard ",109865,6.4,55.4,60,1144.9,51
"1207","MD","Kent ",56259,4.3,78.5,29.6,72.9,52.1
"1208","MD","Montgomery ",98221,18.7,46,57.1,1978.2,51.8
"1209","MD","Prince George's ",73623,16.9,14.2,29.8,1788.8,51.8
"1210","MD","Queen Anne's ",87256,3.4,86.9,33.2,128.5,50.3
"1211","MD","St. Mary's ",85672,4.7,75.3,29.5,294.4,50.2
"1212","MD","Somerset ",38447,3.7,51,14.2,82.8,45.8
"1213","MD","Talbot ",61597,6.3,78.1,33.3,140.7,52.6
"1214","MD","Washington ",55609,4.3,81,19.5,322.1,49
"1215","MD","Wicomico ",51092,5.2,64.8,26.3,263.7,52.2
"1216","MD","Worcester ",57952,3.5,79.8,27.6,109.9,51.4
"1217","MD","Baltimore city",41385,4.7,28.2,26.8,7671.5,52.9
"1218","MA","Barnstable ",60526,2.7,91.4,39.1,548.3,52.4
"1219","MA","Berkshire ",48450,4.1,89.6,30.3,141.6,51.6
"1220","MA","Bristol ",55298,6.9,85.1,25.3,991.3,51.5
"1221","MA","Dukes ",66288,3.1,88.5,40.7,160.2,50.5
"1222","MA","Essex ",67311,18.6,73.3,36.6,1508.8,51.8
"1223","MA","Franklin ",53663,3.8,91.5,34,102.1,51.2
"1224","MA","Hampden ",49094,23.2,65,24.5,751,51.7
"1225","MA","Hampshire ",61227,5.3,84.7,42.3,299.8,53.4
"1226","MA","Middlesex ",82090,7.5,74.6,50.7,1837.9,51.2
"1227","MA","Nantucket ",85478,12.8,76.7,44,226.2,48.9
"1228","MA","Norfolk ",84916,4,77.8,49.2,1693.6,52.1
"1229","MA","Plymouth ",75092,3.6,83.7,33.5,750.9,51.4
"1230","MA","Suffolk ",53540,21.8,46.7,40.4,12415.7,51.7
"1231","MA","Worcester ",65223,10.5,78.8,33.8,528.6,50.7
"1232","MI","Alcona ",37189,1.5,96.3,13,16.2,49.8
"1233","MI","Alger ",37586,1.3,84.6,17.1,10.5,45
"1234","MI","Allegan ",52061,7.1,88.8,20.2,135,50.1
"1235","MI","Alpena ",38016,1.3,96,16,51.8,50.9
"1236","MI","Antrim ",45362,2,95,23.8,49.6,50.3
"1237","MI","Arenac ",38874,1.9,95,11.4,43.8,49.3
"1238","MI","Baraga ",41189,1.4,73,12,9.9,45.1
"1239","MI","Barry ",52186,2.6,94.8,17.7,107,49.7
"1240","MI","Bay ",45376,5,90.4,18.2,243.7,50.7
"1241","MI","Benzie ",47366,2.3,94,24.9,54.8,50.4
"1242","MI","Berrien ",43633,5.1,75.3,24.2,276.2,51.2
"1243","MI","Branch ",41856,4.3,91.2,13.4,89.4,48.4
"1244","MI","Calhoun ",42110,4.8,79,19.5,192.8,51.2
"1245","MI","Cass ",44346,3.5,86.7,16.2,106.7,50
"1246","MI","Charlevoix ",45949,1.8,94.1,27,62.3,50.6
"1247","MI","Cheboygan ",38410,1.4,92.2,16.3,36.6,50.2
"1248","MI","Chippewa ",41637,1.8,70.4,18.5,24.7,44.9
"1249","MI","Clare ",32668,1.9,94.9,11.1,54.8,50.2
"1250","MI","Clinton ",60466,4.4,90.2,28.2,133.1,50.6
"1251","MI","Crawford ",40295,1.8,95.2,15.2,25.3,49.6
"1252","MI","Delta ",42676,1.1,93.7,18.2,31.7,50.4
"1253","MI","Dickinson ",44136,1.4,95.8,20,34.4,49.9
"1254","MI","Eaton ",54115,5.3,83.6,24.6,187.3,51.1
"1255","MI","Emmet ",50929,1.6,91.5,31.8,69.9,50.7
"1256","MI","Genesee ",42089,3.2,72.6,18.9,668.5,51.8
"1257","MI","Gladwin ",37626,1.3,96.5,11.8,51.2,49.7
"1258","MI","Gogebic ",34252,1.2,89.7,18.3,14.9,45.6
"1259","MI","Grand Traverse ",51766,2.7,92.7,30.4,187.3,50.6
"1260","MI","Gratiot ",40359,5.7,86.8,14,74.7,46.7
"1261","MI","Hillsdale ",41759,2.1,95.2,15.3,78.1,50.1
"1262","MI","Houghton ",35430,1.4,92.5,28.9,36.3,45.8
"1263","MI","Huron ",40204,2.1,95.7,13.7,39.6,50.5
"1264","MI","Ingham ",45321,7.6,71.1,36.5,505.1,51.5
"1265","MI","Ionia ",47892,4.7,88.3,14,111.9,46.3
"1266","MI","Iosco ",36236,2.1,94.2,14,47.1,50.4
"1267","MI","Iron ",34685,1.7,95.2,18.4,10.1,50.6
"1268","MI","Isabella ",36372,3.7,86.2,25.3,122.8,51.4
"1269","MI","Jackson ",46615,3.4,85,18.8,228.4,48.8
"1270","MI","Kalamazoo ",45775,4.7,78.5,34,445.7,51
"1271","MI","Kalkaska ",40140,1.9,94.7,12.1,30.6,49.2
"1272","MI","Kent ",51667,10.1,75,31.7,711.5,50.8
"1273","MI","Keweenaw ",39038,1,97.7,23.9,4,48.7
"1274","MI","Lake ",29379,2.5,85.3,8.4,20.3,49.2
"1275","MI","Lapeer ",52939,4.5,92.3,17,137.4,49.3
"1276","MI","Leelanau ",55018,4.1,90.6,39.2,62.5,50.8
"1277","MI","Lenawee ",47766,7.7,87.2,19.3,133.3,49.4
"1278","MI","Livingston ",72359,2.2,94.8,32.9,320.2,50
"1279","MI","Luce ",39469,1.4,78.9,12.7,7.4,41.5
"1280","MI","Mackinac ",38704,1.6,74.2,18.5,10.9,48.6
"1281","MI","Macomb ",53451,2.5,80.8,22.5,1754.9,51.4
"1282","MI","Manistee ",41551,3,89.4,19.1,45.6,48.3
"1283","MI","Marquette ",45622,1.5,92.5,29.1,37.1,49.6
"1284","MI","Mason ",41136,4.6,91.6,19.8,58,50.4
"1285","MI","Mecosta ",39470,2.1,91.5,21.6,77.1,49.9
"1286","MI","Menominee ",41739,1.7,93.4,14.4,23,49.4
"1287","MI","Midland ",53076,2.5,92,32.3,162,50.8
"1288","MI","Missaukee ",41061,2.6,94.6,13,26.3,49.2
"1289","MI","Monroe ",53972,3.4,91.8,18,276.7,50.6
"1290","MI","Montcalm ",40451,3.4,92.1,13.4,89.8,48.5
"1291","MI","Montmorency ",35261,1.3,96.2,9.9,17.9,49
"1292","MI","Muskegon ",40979,5.3,76.8,17.2,344.9,50.3
"1293","MI","Newaygo ",42571,5.9,90.6,12.9,59.6,49.7
"1294","MI","Oakland ",65594,3.8,73.3,43.1,1385.7,51.4
"1295","MI","Oceana ",40023,14.4,82.4,15,51.9,49.6
"1296","MI","Ogemaw ",34619,2,95.2,11.3,38.5,50.4
"1297","MI","Ontonagon ",34620,1.1,95.6,15.3,5.2,49
"1298","MI","Osceola ",37788,1.6,95.2,12.6,41.5,49.4
"1299","MI","Oscoda ",33239,1.4,96.1,10.4,15.3,48.7
"1300","MI","Otsego ",47584,1.5,94.9,19.8,46.9,50.5
"1301","MI","Ottawa ",56453,9.4,84.5,30,468.2,50.7
"1302","MI","Presque Isle ",39652,1.2,96.1,16.3,20.3,50.2
"1303","MI","Roscommon ",33334,1.5,95.5,12.9,47.1,50.1
"1304","MI","Saginaw ",42331,8.1,70,19.1,250.2,51.5
"1305","MI","St. Clair ",48066,3.2,91.6,16.3,226.1,50.3
"1306","MI","St. Joseph ",44051,7.2,87.1,14.5,122.4,50.3
"1307","MI","Sanilac ",40478,3.7,94.1,11.4,44.8,50.4
"1308","MI","Schoolcraft ",35260,0.9,86.2,12.4,7.2,50.6
"1309","MI","Shiawassee ",46217,2.9,94.3,14.2,133.1,50.5
"1310","MI","Tuscola ",43039,3.3,93.7,12.7,69.4,49.9
"1311","MI","Van Buren ",45129,11.1,81.7,17.9,125.5,50.5
"1312","MI","Washtenaw ",59055,4.4,71,51.3,488.4,50.7
"1313","MI","Wayne ",41184,5.7,50,21.3,2974.4,51.9
"1314","MI","Wexford ",40965,1.8,94.7,16.8,57.9,50.1
"1315","MN","Aitkin ",41617,1.2,94.1,14.7,8.9,49.4
"1316","MN","Anoka ",70380,4,83.4,26.9,782.1,50
"1317","MN","Becker ",50214,1.8,86.8,21.3,24.7,49.9
"1318","MN","Beltrami ",43231,2,73.3,26.9,17.7,50.1
"1319","MN","Benton ",52200,2,92.5,20.3,94.2,49.9
"1320","MN","Big Stone ",46313,1.1,97,17.6,10.6,51.1
"1321","MN","Blue Earth ",49935,3.2,89.4,30.5,85.6,49.6
"1322","MN","Brown ",48256,3.7,94.4,20.9,42.4,50.1
"1323","MN","Carlton ",53016,1.7,88.4,21.3,41.1,47.9
"1324","MN","Carver ",83773,4.1,89.8,44.5,256.9,50.4
"1325","MN","Cass ",45045,1.7,84.1,19.6,14.1,49.3
"1326","MN","Chippewa ",49434,5.7,89.8,17.3,21.4,50.6
"1327","MN","Chisago ",67157,1.9,94,21,129.9,48.3
"1328","MN","Clay ",52410,4.3,89.3,30.3,56.4,50.6
"1329","MN","Clearwater ",43269,1.6,85.3,13.3,8.7,49.6
"1330","MN","Cook ",52215,1.9,85.8,37.4,3.6,50.5
"1331","MN","Cottonwood ",45294,7.4,87.2,17.2,18.3,50.5
"1332","MN","Crow Wing ",47058,1.4,95.3,22.5,62.6,50.1
"1333","MN","Dakota ",73732,6.6,80.5,38.7,709,50.8
"1334","MN","Dodge ",69301,4.9,92.8,23.6,45.7,50
"1335","MN","Douglas ",50905,1.4,96.5,23.6,56.5,50
"1336","MN","Faribault ",44264,6.2,91.8,16.9,20.4,50.5
"1337","MN","Fillmore ",50657,1.2,97.2,18.4,24.2,50
"1338","MN","Freeborn ",44683,9.5,87,14.8,44.2,50.4
"1339","MN","Goodhue ",56836,3.1,92.5,22.9,61,50.2
"1340","MN","Grant ",50030,1.9,95.9,18.3,11,50.4
"1341","MN","Hennepin ",64403,6.8,70.3,45.8,2081.7,50.8
"1342","MN","Houston ",52545,0.8,96.7,22.7,34.5,50.2
"1343","MN","Hubbard ",45961,1.8,93.5,23.6,22.1,49.7
"1344","MN","Isanti ",57353,1.8,94.5,16.5,86.8,49.6
"1345","MN","Itasca ",46912,1.3,92.1,21.4,16.9,49.4
"1346","MN","Jackson ",51681,3.3,93.2,17.7,14.6,49.1
"1347","MN","Kanabec ",47068,1.7,95.1,13.1,31.1,49.2
"1348","MN","Kandiyohi ",50149,11.4,83.6,20.7,53,50
"1349","MN","Kittson ",48875,2,96.3,20.7,4.1,49.5
"1350","MN","Koochiching ",41108,1.3,93.7,17.2,4.3,50.2
"1351","MN","Lac qui Parle ",48468,2,95.8,17.6,9.5,49.9
"1352","MN","Lake ",46939,1.5,95.8,21.5,5.2,49.1
"1353","MN","Lake of the Woods ",44069,1.5,94.1,13.8,3.1,49.1
"1354","MN","Le Sueur ",58922,5.7,91.7,22.3,61.7,49.6
"1355","MN","Lincoln ",47861,1.9,96.6,18.9,11,49.7
"1356","MN","Lyon ",49594,6.4,86.3,26.9,36.2,50.4
"1357","MN","McLeod ",55170,5.4,92.3,17.7,74.6,50.4
"1358","MN","Mahnomen ",40282,3.2,47.9,13.3,9.7,49.8
"1359","MN","Marshall ",52198,4.1,93.9,17.5,5.3,49.3
"1360","MN","Martin ",48530,3.8,93.9,18.5,29.3,50.8
"1361","MN","Meeker ",53904,3.4,94.8,17.7,38.3,49.1
"1362","MN","Mille Lacs ",47862,1.8,89.9,15,45.6,50
"1363","MN","Morrison ",47649,1.5,96.2,16,29.5,49.6
"1364","MN","Mower ",46004,11.2,81.7,16.6,55.1,50
"1365","MN","Murray ",52160,3.6,93.7,16.5,12.4,49.8
"1366","MN","Nicollet ",60115,4.2,90.5,32.1,73,49.8
"1367","MN","Nobles ",48208,26.3,62.1,14.5,29.9,48.6
"1368","MN","Norman ",45389,4.9,89.7,14.3,7.9,50.5
"1369","MN","Olmsted ",66252,4.5,81.7,40.1,220.8,51.1
"1370","MN","Otter Tail ",48961,3.1,93.5,22.4,29.1,49.7
"1371","MN","Pennington ",45633,3.4,91.4,16.1,22.6,50.2
"1372","MN","Pine ",43928,2.9,89.8,13.5,21.1,46.7
"1373","MN","Pipestone ",46019,5,90.6,16.8,20.6,51.5
"1374","MN","Polk ",50695,5.9,88.6,21.9,16,49.9
"1375","MN","Pope ",52350,1.2,96.6,20.5,16.4,49.3
"1376","MN","Ramsey ",54247,7.3,64.2,39.4,3341.7,51.3
"1377","MN","Red Lake ",47569,3,93,16,9.5,49.1
"1378","MN","Redwood ",47447,2.9,87.4,16.4,18.3,50
"1379","MN","Renville ",50802,7.8,89,14.6,16,49
"1380","MN","Rice ",59915,7.8,84.2,27.7,129.4,49
"1381","MN","Rock ",46623,2.5,94.6,17.9,20.1,50.9
"1382","MN","Roseau ",50759,1.1,92.7,17.9,9.3,48.9
"1383","MN","St. Louis ",46517,1.5,91.5,26.1,32,49.7
"1384","MN","Scott ",86112,4.8,82.9,38,364.5,50.2
"1385","MN","Sherburne ",73098,2.5,92.3,25.1,204.4,48.8
"1386","MN","Sibley ",54017,8.5,89.3,14.5,25.9,49.7
"1387","MN","Stearns ",54551,3.1,89.2,24.6,112.2,49.6
"1388","MN","Steele ",56480,7.5,87.7,24.9,85.1,50.7
"1389","MN","Stevens ",54206,4.2,89.9,27.5,17.3,50.3
"1390","MN","Swift ",48026,4,93.5,17,13.2,49.4
"1391","MN","Todd ",45000,5.5,91.8,12.6,26.3,48.8
"1392","MN","Traverse ",45714,1.9,91.1,15.1,6.2,50.3
"1393","MN","Wabasha ",53057,3,94.9,20,41.4,50.2
"1394","MN","Wadena ",36928,1.7,94.8,13.6,25.8,50.4
"1395","MN","Waseca ",53657,5.7,89.2,18.8,45.2,52.7
"1396","MN","Washington ",81540,3.8,84.1,40.5,619.7,50.5
"1397","MN","Watonwan ",49698,22.9,74.5,15.9,25.8,50.3
"1398","MN","Wilkin ",50507,2.4,94.5,16.5,8.8,48.9
"1399","MN","Winona ",47468,2.7,92,26.8,82.2,50.6
"1400","MN","Wright ",71598,2.7,93.1,26.5,188.5,49.7
"1401","MN","Yellow Medicine ",52510,4.2,90.6,17.4,13.8,49
"1402","MS","Adams ",27381,8,37.6,17.5,69.8,49.5
"1403","MS","Alcorn ",33600,3.1,82.9,17.4,92.6,51.1
"1404","MS","Amite ",30750,1,57.3,11.6,18,51.4
"1405","MS","Attala ",31641,2,54.8,16,26.6,52.8
"1406","MS","Benton ",31060,2.5,60.2,9.9,21.5,50
"1407","MS","Bolivar ",28599,2.2,32.3,21.2,39,53.2
"1408","MS","Calhoun ",30000,5.6,65.5,9.5,25.5,51.9
"1409","MS","Carroll ",31039,1.3,63.9,12.3,16.9,49
"1410","MS","Chickasaw ",31061,3.9,51.2,10,34.7,51.9
"1411","MS","Choctaw ",29876,1.3,67.7,12.6,20.4,51.6
"1412","MS","Claiborne ",23689,1.2,13.8,18.6,19.7,52.5
"1413","MS","Clarke ",31362,1.1,63.5,11.7,24.2,52.7
"1414","MS","Clay ",30764,1.4,39.4,17.9,50.3,53
"1415","MS","Coahoma ",26407,1.5,22.6,17.5,47.3,53.9
"1416","MS","Copiah ",35421,2.8,44.9,13.5,37.9,51.6
"1417","MS","Covington ",33381,2.1,61.2,14.2,47.3,51.1
"1418","MS","DeSoto ",58505,4.9,67.5,21.6,338.7,51.5
"1419","MS","Forrest ",36726,3.2,57.5,27,160.7,52.2
"1420","MS","Franklin ",32372,0.8,62.7,11.3,14.4,51.2
"1421","MS","George ",43958,2.2,87.8,10.3,47.2,49.5
"1422","MS","Greene ",36888,1,70.6,7.8,20.2,40.5
"1423","MS","Grenada ",34129,1.2,55.2,14.7,51.9,52.7
"1424","MS","Hancock ",44522,3.6,84.7,22,92.7,50.9
"1425","MS","Harrison ",43124,5.4,65.3,20.7,326,50.4
"1426","MS","Hinds ",37626,1.6,26.2,27.4,282,53.2
"1427","MS","Holmes ",22325,0.9,16.4,12.7,25.4,52.2
"1428","MS","Humphreys ",23600,2.5,22,10.9,22.4,52.9
"1429","MS","Issaquena ",24767,0.9,34.4,5.3,3.4,40.6
"1430","MS","Itawamba ",36073,1.4,90.7,13.5,43.9,50.9
"1431","MS","Jackson ",48943,5.5,68.5,19.6,193.2,50.9
"1432","MS","Jasper ",31170,1.2,45.6,12.9,25.2,51.3
"1433","MS","Jefferson ",26028,0.5,14,19.9,14.9,50.2
"1434","MS","Jefferson Davis ",27186,1.2,37.9,14.4,30.6,52.4
"1435","MS","Jones ",38074,4.3,65.1,16.8,97.5,51.4
"1436","MS","Kemper ",29003,0.8,34.7,10.4,13.6,49.8
"1437","MS","Lafayette ",43328,2.3,70.2,37.2,75,51.2
"1438","MS","Lamar ",51154,2.5,74.4,33.1,112,51.8
"1439","MS","Lauderdale ",36203,2.2,53.2,18.9,114.1,51.6
"1440","MS","Lawrence ",38393,1.9,65.6,12.9,30,51
"1441","MS","Leake ",32521,4.2,47.7,10.7,40.8,47.9
"1442","MS","Lee ",42074,2.5,66.9,21.8,184.3,52.2
"1443","MS","Leflore ",24480,2.5,24,19,54.5,51.9
"1444","MS","Lincoln ",36498,1.1,66.9,16.8,59.5,52.2
"1445","MS","Lowndes ",37868,1.9,52.5,21.4,118.3,52.4
"1446","MS","Madison ",59904,2.8,55.9,45.8,133.2,52.1
"1447","MS","Marion ",29400,1.4,64.9,13.2,49.9,51.7
"1448","MS","Marshall ",36022,3.3,48.1,11.2,52.6,50.6
"1449","MS","Monroe ",36308,1.1,67,13.1,48.3,52
"1450","MS","Montgomery ",30466,1.2,52.4,13.1,26.8,52.2
"1451","MS","Neshoba ",37050,2,59.1,12.6,52.1,52.2
"1452","MS","Newton ",39190,1.7,62.2,14.7,37.6,52
"1453","MS","Noxubee ",24338,1.1,26.2,11.2,16.6,51.9
"1454","MS","Oktibbeha ",30987,1.7,56.8,42.6,104,50.4
"1455","MS","Panola ",35715,1.8,47.5,14.3,50.7,51.7
"1456","MS","Pearl River ",42510,3,81.7,13.2,68.9,50.5
"1457","MS","Perry ",36124,1.3,76.9,8.2,18.9,51.4
"1458","MS","Pike ",34841,1.3,44.9,15.8,98.8,52.6
"1459","MS","Pontotoc ",39899,6.3,77,12,60.2,50.4
"1460","MS","Prentiss ",32503,1.3,83.2,11.4,60.9,50.8
"1461","MS","Quitman ",22863,1,28.4,13.7,20.3,52.1
"1462","MS","Rankin ",57380,2.6,75,28.5,182.6,51.7
"1463","MS","Scott ",34534,10.7,50.5,9.6,46.4,51.2
"1464","MS","Sharkey ",35125,1.7,28.1,21.1,11.4,53.8
"1465","MS","Simpson ",38362,1.6,61.5,14.7,46.7,51.3
"1466","MS","Smith ",34753,1.5,74.3,13.2,25.9,51.9
"1467","MS","Stone ",42963,1.7,76.8,13.6,39.9,50.1
"1468","MS","Sunflower ",26619,1.5,25,13,42.2,47.2
"1469","MS","Tallahatchie ",29853,6.2,36.1,8.5,23.8,44.3
"1470","MS","Tate ",41494,2.5,64.7,15.4,71.4,51.7
"1471","MS","Tippah ",34636,4.8,77.1,10.3,48.6,50.8
"1472","MS","Tishomingo ",32592,2.6,93.4,11.3,46.2,51.8
"1473","MS","Tunica ",31446,2.4,20.4,15.4,23.7,52.9
"1474","MS","Union ",38373,4.6,78.8,14.8,65.3,51.2
"1475","MS","Walthall ",31090,1.8,52.9,12.6,38.2,51.9
"1476","MS","Warren ",41025,2,48.1,24.7,82.9,52.4
"1477","MS","Washington ",28093,1.3,26.3,18.7,70.6,53.2
"1478","MS","Wayne ",29925,1.5,58.1,10.2,25.6,51.9
"1479","MS","Webster ",33524,1.3,77.5,19,24.4,51
"1480","MS","Wilkinson ",33618,0.7,28.6,11.8,14.6,46.6
"1481","MS","Winston ",30821,1.2,50.5,15.8,31.6,51
"1482","MS","Yalobusha ",32930,1.7,58.5,13.2,27.1,51.8
"1483","MS","Yazoo ",26336,5.6,36.1,11.9,30.4,44.6
"1484","MO","Adair ",34733,2.6,91.4,27.6,45.1,51.9
"1485","MO","Andrew ",54336,2.2,95.1,22,40,50.5
"1486","MO","Atchison ",44426,1.3,96.8,21.3,10.4,50.4
"1487","MO","Audrain ",43013,2.6,87.9,13.1,36.9,54.5
"1488","MO","Barry ",38710,8.8,87.1,13.3,45.7,50.2
"1489","MO","Barton ",40580,2.5,92.9,16.9,21,50.7
"1490","MO","Bates ",38579,2.2,94.6,11.9,20.4,50.6
"1491","MO","Benton ",32951,1.8,95.5,10.8,27.1,49.7
"1492","MO","Bollinger ",37716,0.9,96.8,10.9,20,50
"1493","MO","Boone ",48627,3.2,80,47.3,237.3,51.6
"1494","MO","Buchanan ",44363,6,84.4,20.1,218.6,49.7
"1495","MO","Butler ",34969,1.7,89.3,14.4,61.6,51.1
"1496","MO","Caldwell ",41169,2,95.1,13.5,22.1,49.6
"1497","MO","Callaway ",47964,2,90.4,21.1,53.1,49.2
"1498","MO","Camden ",43458,2.5,94.6,20.8,67.1,50.6
"1499","MO","Cape Girardeau ",46516,2.2,86.6,27.4,130.8,51.6
"1500","MO","Carroll ",46002,1.3,94.3,15.6,13.4,50.8
"1501","MO","Carter ",30962,1.9,94.9,13.8,12.3,51.5
"1502","MO","Cass ",60350,4.3,88.7,23.3,142.8,51.1
"1503","MO","Cedar ",30302,2.1,94.9,14.6,29.5,50.4
"1504","MO","Chariton ",39385,1,95.5,11.7,10.4,50.3
"1505","MO","Christian ",52838,2.9,93.6,25.9,137.6,51.2
"1506","MO","Clark ",40204,0.8,97.2,12,14.1,49.4
"1507","MO","Clay ",60936,6.6,82.4,30.6,558.6,51
"1508","MO","Clinton ",53826,2.1,93.6,17.1,49.5,49.6
"1509","MO","Cole ",53931,2.7,82.3,30.8,193,49.4
"1510","MO","Cooper ",45992,1.6,88.3,18.4,31.2,47.3
"1511","MO","Crawford ",35897,1.8,95.8,13.2,33.3,50.6
"1512","MO","Dade ",35483,1.8,94.3,13.2,16.1,49.2
"1513","MO","Dallas ",40120,1.8,95.1,14.1,31,50.1
"1514","MO","Daviess ",42393,1.5,96.2,16.4,15,49.6
"1515","MO","DeKalb ",44092,2,84.8,9.5,30.6,36.8
"1516","MO","Dent ",36311,1.4,94.6,11.4,20.8,50
"1517","MO","Douglas ",32130,1.2,95.7,10.5,16.8,50.6
"1518","MO","Dunklin ",31304,6.3,81.2,11.4,59.1,52.1
"1519","MO","Franklin ",48857,1.7,95.3,17.9,110,50.3
"1520","MO","Gasconade ",41392,1.4,96.3,15.4,29.4,50.6
"1521","MO","Gentry ",39192,1,96.8,15.3,13.7,51.7
"1522","MO","Greene ",40337,3.5,88.4,28.3,407.5,51.2
"1523","MO","Grundy ",37964,2,95,14.9,23.6,52.6
"1524","MO","Harrison ",37739,2.2,95.5,9.6,12.4,50.2
"1525","MO","Henry ",39839,2.1,93.9,14.4,32,50.9
"1526","MO","Hickory ",29325,1.4,95.5,10.4,24.1,51.1
"1527","MO","Holt ",42979,1,96.6,16.2,10.6,50.7
"1528","MO","Howard ",42747,1.4,90.6,22.7,21.9,50.2
"1529","MO","Howell ",32533,2,94.6,15.4,43.6,51.3
"1530","MO","Iron ",36387,1.7,94.2,11,19.3,50.7
"1531","MO","Jackson ",47015,8.8,62.9,27.6,1115.3,51.6
"1532","MO","Jasper ",40399,7.5,84.9,20.2,183.9,51.1
"1533","MO","Jefferson ",54845,1.8,94.8,17.4,333.1,50.4
"1534","MO","Johnson ",47223,4,86,25.6,63.4,48.8
"1535","MO","Knox ",34481,1.2,96.2,14.8,8.2,50.5
"1536","MO","Laclede ",39013,2.2,93.8,12.9,46.5,50.7
"1537","MO","Lafayette ",50527,2.6,92.2,17,53.1,50.4
"1538","MO","Lawrence ",39334,7.1,89.8,15.4,63.2,50.5
"1539","MO","Lewis ",42071,1.6,92.8,12.5,20.2,50
"1540","MO","Lincoln ",52835,2.2,93.4,14.2,83.9,49.8
"1541","MO","Linn ",38250,1.9,95.6,12.7,20.7,51.4
"1542","MO","Livingston ",40116,1.8,93,17.5,28.5,55.9
"1543","MO","McDonald ",37997,11.6,79,10.5,42.8,49.2
"1544","MO","Macon ",38443,1.3,94,15.3,19.4,50.9
"1545","MO","Madison ",35870,2.1,95.3,7.7,24.7,50.8
"1546","MO","Maries ",42566,1.1,96.2,16.5,17.4,49.7
"1547","MO","Marion ",42046,1.6,90.2,18.5,65.9,51.6
"1548","MO","Mercer ",40272,1,96.5,12.9,8.3,49.8
"1549","MO","Miller ",35507,1.9,95,14.5,41.8,50.1
"1550","MO","Mississippi ",29787,2,71.9,9.8,34.9,46.6
"1551","MO","Moniteau ",47118,4.6,89.4,18.1,37.6,46.9
"1552","MO","Monroe ",40657,1.2,93.6,13.1,13.6,49.4
"1553","MO","Montgomery ",40236,1.6,94.7,12.1,22.8,50.1
"1554","MO","Morgan ",34797,1.9,94.6,12.7,34.4,49.7
"1555","MO","New Madrid ",35793,1.6,80.4,12.3,28.1,52.1
"1556","MO","Newton ",42268,5,86.8,18.1,93,50.3
"1557","MO","Nodaway ",36641,1.5,93,23.4,26.6,49.7
"1558","MO","Oregon ",27743,1.4,94.2,9.8,13.8,50.8
"1559","MO","Osage ",51408,0.7,97.9,15.4,23,48.1
"1560","MO","Ozark ",32078,1.7,95.7,12.5,13.1,49.5
"1561","MO","Pemiscot ",28889,2.2,69.3,10,37.1,52.7
"1562","MO","Perry ",47876,2.1,95.5,14.6,40,49.9
"1563","MO","Pettis ",38580,8.3,85.5,15.2,61.9,50.6
"1564","MO","Phelps ",41964,2.5,88.9,27.2,67.2,47.6
"1565","MO","Pike ",39850,2.2,88.4,10.3,27.6,44.8
"1566","MO","Platte ",67721,5.7,82.5,39.2,212.6,50.6
"1567","MO","Polk ",39512,2.1,93.8,18.3,49,51.2
"1568","MO","Pulaski ",49820,10.7,69.4,21.4,95.5,43.2
"1569","MO","Putnam ",36713,1.4,96.8,13.7,9.6,49.1
"1570","MO","Ralls ",47969,1.2,95.7,13.3,21.6,49.6
"1571","MO","Randolph ",37203,1.9,89.3,13.6,52.7,47.5
"1572","MO","Ray ",52698,2.3,93.9,13.9,41.3,49.9
"1573","MO","Reynolds ",34496,1.5,94.6,6.7,8.3,48.8
"1574","MO","Ripley ",32291,1.2,95.4,10.7,22.4,50.7
"1575","MO","St. Charles ",71077,3.1,87.9,35.1,643.2,50.9
"1576","MO","St. Clair ",31539,2.3,94.4,12.1,14.6,49.3
"1577","MO","Ste. Genevieve ",48433,1,95.3,10.7,36.4,49.5
"1578","MO","St. Francois ",37238,1.4,92.3,14.3,144.6,46.6
"1579","MO","St. Louis ",58910,2.7,67.6,40.6,1967.2,52.6
"1580","MO","Saline ",39519,9.8,80.9,17.2,30.9,50.3
"1581","MO","Schuyler ",34688,1.1,97.5,9.8,14.4,50.9
"1582","MO","Scotland ",39028,0.9,97.7,17,11.1,50.7
"1583","MO","Scott ",40651,2.2,83.9,14.6,93.3,51.4
"1584","MO","Shannon ",31132,1.8,94.2,11.2,8.4,50.1
"1585","MO","Shelby ",35938,1.6,96.4,12.7,12.7,50.3
"1586","MO","Stoddard ",37965,1.7,95.6,13.3,36.4,51.3
"1587","MO","Stone ",40850,2,95.2,15.2,69.4,51.1
"1588","MO","Sullivan ",36676,17.6,79.5,12,10.4,49.2
"1589","MO","Taney ",38461,5.5,89.6,18.6,81.7,51.5
"1590","MO","Texas ",36082,2.2,91.1,12,22.1,47.9
"1591","MO","Vernon ",38679,2,94.2,13.2,25.6,51.2
"1592","MO","Warren ",50830,3.2,91.9,16,75.9,50.1
"1593","MO","Washington ",34702,1.3,94.4,8.4,33.2,48.4
"1594","MO","Wayne ",33159,1.4,95.6,10.3,17.8,50.2
